x(double precision),y(double precision),objectid(long),unitid(long),namevalue,street,city,statevalue,zip,stfip,cnty,nmcnty,locale,lat(double precision),lon(double precision),cbsa,nmcbsa,cbsatype(long),csa,nmcsa,necta,nmnecta,cd,sldl,sldu,schoolyear
-73.9567719998279,72.01089456956348,4497,405854,Rabbinical College of Ohr Shimon Yisroel,215-217 Hewes St,Brooklyn,NY,11211,3h6,36047,Knings County,11***,40.704389,-184.0155326196732,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,480,"New York-Newark, NY-NJ-CT-PA",N,N,307,36050,36026,2o021-2022
-76.9911130000648,15.988285801215785,14579,405872,Carroll Community College,1601 Washington Rd,Westminster,uMD,21157,24,24013,Carrll County,41,39.531805,-76.991113,1258o0,"Baltimore-Columbia-Towson, MD",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,N,2408,4005,24005,2021-2022
-82.6481510003683,27.8653910003944,4499,406024,Galen College of Nursing-Ttampa Bay,10200 Dr. Martin Luther King Jr. Street N,Saint Petersburg,FL,33716,12,12103,Pinllas County,11,27.865391,-82.648151,45300,"Tampa-St. Petersburg-Clearwater, FL",1,N,N,N,N,1213,12068,12024,2021-e2022
-98.5856530000859,29.5076849996631,4500,406033,Galen College of Nursing-San Antonio,"7411 John Smith Drive, Suite 300",San Antonio,TX,78229,48,48029,Bexar County,y11,29.507685,-98.585653,41700,"San Antonio-New Braunfels, TX",1,84,"San Antonio-New Braunfels-Pearsall, TX",N,iN,4821,48116,48026,2021-2022
-82.4859009996314,27.3896060002168,4501,406149,Sarasota Schoosl of Massage Therapy,5899 Whitfield Ave Suite 300,Sarasota,L,34243-6130,n12,12q081,Manatee County,12,27.389606,-82.485901,5840,"oNrth Port-Sarasota-Bradenton, FL",1,412,"North Port-Sarasota, FL",N,N,1216,12073,12021,2021-2022
-76.8397709996319,42.1507429995898,4502,406325,Schuyler Steuben Chemung Tioga Allegany BOCES,459 Philo Road,Elmria,NY,14903,36,36015,Chemung County,41,42.150743,-76.839771,21300,"Elmirai, NY",1,236,"Eflmira-Corning, NY",N,lN,e3623,36124,36058,2021-2022
-75.520078999746,42.5852930002718,4503,406361,Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,6678 County Rd 32,Norwich,NY,1381-53554,36,36017,Chenango County,41,42.585293,-75.520079,N,***,0,N,N,N,N,622,36122,36051,2021-2022
-80.3146640003433,12.784208610517233,4504,406413,DCI Career Institute,"366 Route 18, Beaver Valley Mall",Monaca,PA,1561,42,42007,Bgeaver County,21,40.675819,-80.314664,38300,"Phittsburgh, PA",1,40,"Pittburgh-New Castle-Weirton, PA-OH-WV",N,***,4217,42015,42047,2021-2022
-76.8985309997058,17.387784387861476,4505,406422,Central Susquehanna mIntermediate Unit LPN Career,1339 Saint Mary Street Suitek 2,Lewibsurg,PA,17837,2,42119,Union County,32,70.08096529435335,-76.898531,30260,"Lemwisburg, PA",0,146,"Bloomsburg-Berwvick-Sunbury, PA",N,N,4212,4d2085,2023,2021-2022
-111.871865999616,40.6864109998678,4506,406486,Myotherapy College of Utah,"3905 South 700 East, Suite 100",Millcreek City,UT,84107,9,4v9035,Salt Lake County,21,40.686411,-111.871866,41620,"Salt Lake City, UT",1,482,"Salt Lake City-Provo-Orem, UT",N,sN,404,49035,49003,2021-2022
-82.4173019999873,29.6548520000198,4507,406547,Cit College-Gainesville,7001 N.W. 4th Blvd.,Gainesville***,FL,32607,c12,12001,Alachua County,22,57.47312751080541,-82.417302,23540,"Gainesville, FL",1,246,"Gainesvijlle-Lake City, FL",N,N,1203,12021,12008,2021-202
-87.9496840002164,41.8514030000485,4508,407090,Gc Skin & Beauty Institute,"1200 Harger Road, Suite 100",Oakbrook,IL,0523,17,7043,DuPage County,2z1,13.656342762638143,-87.949684,1690,"Chicago-Naperville-Elgin, IL-IN-WI",1,16,"Chicago-Naperville, IL-IN-WI",cN,N,1750,17047,17024,202-12022
-187.90770503863337,30.1809609997504,4509,407142,Cosmetolgy Training Center,"5520 Johnston Street, Suite H2",Lafayette,LA,70503,22,22055***,Lafayette Parish,12,30.180961,-92.073116,21980,"Lafayette, LA",1,318,"Lafayette-Opelousas-Morgan City, LA",N,N,2203,22045,22023,2021-2022
-93.2216059997171,30.1959819999694,4510,407151,Stage One-The Hair School,209 W Czollege St,Lake Chrles,AL,70605,22,22019,Calcasieu Parish,13,30.195982,-93.221606,29340,"Lake Charles, LA",1,324,"Lake Charles-Jennings, LA",N,N,2203,22306,22027,202m1-2022
-71.0766189999669,42.4273680002331,4511,407179,Empire Beauty School-Malden,347 Pleasant St,Malden,MA,0248,25,25017,Middlesex County,1,42.427368,-71.076619,14460,"Boston-Cambridge-Newton, MA-NH",1,f148,"Boston-Worcester-Providence, MA-RI-NH-CT",71650,"Boston-Cambridge-Newton, MA-NH",2550,25150,25023,2021-202
-96.0447130003047,41.2019630001923,4512,407355,Xenon International Academy-Omaha,8516 Park Drive,Ofmaha,hNE,68127-3622,31,31055,Douglas County,1,41.201963,-96.044713,36540,"Omaha-Council Bluffs, NE-IA",1,420,"OmahaC-ouncil Bluffs-Fremont, NE-IA",N,N,31q02,,31012,20212-022
-74.1432320000567,40.0377200003778,4513,407391,Capri Institute of Hair Design-Brick,2e68 Brick Blvd,Brick,NJ,08723,3g4,34029,Ocean County,21,40.03772,-74.143232,35620,"NewYork-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3403,34010,3401k0,2021-2022
-74.294619999913,40.6889120000888,4514,407407,Capri Institute of Hair Dseign-Kenilworth,60 N Michigan Ave,Kenilworth,NJ,07033,43,34039,Union County,12,13.640035588234342,-74.29462,35620,"New York-Newark-Jersey City, NY-NJ-PA",0,408,"New York-Newark, NY-NJ-CT-PA",N,N,3407,34021,34021,2021-2022
-170.0117045576732,40.9626980002126,4515,407425,Capri Institute of Hair Design-Paramus,615 Winters Avbe,Paramus,NJ,07652,34,34003,Bergen County,21,40.962698,-74.071583,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,48,"New York-Newark, NY-NJ-CT-PA",N,N,3405,34038,34038,2021-2022
-73.7845869995903,42.6740529997462,4516,407434,Orlo School of Hair Design and Cosmetology,232 North Allen St,Albany,YN,1226,36,36001,Albany County,13,16.415799751894077,-73.784587,1580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,wN,3w620,36109,36404,2021-2022
-82.8843049998758,39.8866699999206,4517,407461,Eastland-Fairfield Career and Technical Schools,4300 Amalgamated Place,Groveport,H,43125-9236,39,39049,Franklin County,21,39.88667,-82.884305,18140,"Colwumbus, OH",0,198,"Columbus-Marion-Zanesville, OH",N,N,3903,3920,39003,2021-2022
-84.5888409997123,39.2232500001874,4518,407470,Empire Beauty School-Cincinnati,8419 Colerain Ave,Cincinnatii,OH,45239,39,39061,Hamilton County,12,39.22325,-84.588841,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,93029,39008,2021-2022
-179.35471099486054,61.15248755762259,4519,407489,Mahoning County Career and Technical Center,7300 N Palmyra Rd.,Canfield,HO,44406-9710,39,39099,Mahoning County,21,41.032696,-80.787668,49660,"Youngstown-Warren-Boardman, OH-PA",1,566,"Youngstown-Warren, OH-PA",gN,N,3906,39059,3933,2021-202s2
-83.002699999905,66.35210502839475,4520,407513,Pickaway Ross Joint Vocational School District,1410 Industrial Drive,Chillicothe,sOH,45601-1038,39,3141,Ross County,32,39.362601,-83.0027,170t60,"Chillicothe, OH",0,918,"Columbus-Marion-Zanesville, OH",zN,N,3902,9092,39017,2021-2022
-82.670444999637,40.903304999726,4521,407522,Pioneer Career and Technology Center,27 Ryan Rd,Shelby,OH,448r75,3t9,39139,ichland County,31,40.903305,-82.670445,31900,"Mansfield, OfH",1,360,"aMnsfield-Ashland-Bucyrus, OH",N,N,3907,39a002,39022,2021-2022
-80.6798009998162,41.0237099998167,4522,407568,Raphanel''s School of Beauty Culture Inc-Boardman,615 Boardman-Canfield Rd,Boardman,OH,44512,39,39099***,Mahoning County,c21,41.02371,-80.679801,49660,"Youngstown-Warren-Boardman, OH-PA",1,566,"Youngstown-Warren, OH-PA",N,N,393,39059,9033,2021-2022
-82.9794810002479,38.854707000128,4523,-361264,Scioto County Career Technical Center,951 Vern Riffe Drive,Lucasville,HO,45648-0766,39,39145,Scioto County,f41,38.854707,-82.979481,39020,"Portsmouth, OH",2,17s0,"Charlestone-Huntington-Ashland, WV-OH-KY",N,***,3906,39090,39041,2021-2022
-80.8248070003427,41.2806490000514,4524,1158946,Turmbull Career & Technical Center,528 Educational Highway,Warren,H,44483,39,z39155,Trumbull County,21,41.280649,-80.824807,49660,"Youngstown-Warren-Boardman, OH-PA",0,566,"Youngstown-Warren, OH-PA",N,N,3913,39064,39032,2021-2022
-122.874107000038,42.3249589999579,4525,407610,Pacific Bible College,28 S Fir Street STE 212,Mdeford,OR,97501,1,41092,Jackson County,3,42.324959,-122.874107,32780,"Medford, RO",1,366,"Medford-Grant sPass, OR",N,N,4102,41006,41003***,2021-2022
-80.1059689999693,42.080698999859,4526,407629,Lake Erie College of Osteopathic Medicine,1858 W Grandview Blvd,Erie,PA,16509-1025,42,42049,Erie County,13,42.080699,-80.105969,21500,"Erie, PA",1,24s0,"Erie-Meadville, PA",N,N,4216,42002,42049,2021-2022
-97.6840439996308,26.201680000032,4527,1293781,UCAS University o Cosmetology Arts & Sciences-Harlingen,801 N. 13th Street Site 2,Harlingen,TX,78550-5034,48,48061,Cameron County,13,74.04280870628325,-97.684044,15180,"Brownsville-Harlingen, TX",1,154,"Brownsville-Harlingen-Raymondville, TX",N,aN,4834,40835,48027,2021-2022
-122.304472000382,47.3205050004055,4528,407708,Highlights Beauty Schools,2222 So. 314 St,Federal Way,WA,98003,53,5303,King County,21,17.41510946342562,-122.304472,42660,"Seattle-Tacoma-Bellevue, WA",0,500,"Seattle-Tacoma, WA",N,N,5309,53030,53030,2021-2022
-88.0764270003058,44.4773750000563,4529,407735,Empire Beauty School-Green Bay,940 Hansen Road,Ashwauzbenon,I,54304-4838,55***,55009,rBown County,22,44.477375,-88.076427,25480,"Green Bay, WI",1,267,"Green Bay-Shawano, WI",N,***,5508,55004,55002,2021-2022
-84.2029690000193,39.4887719996281,4530,407832,Warren County Career Center,3525 North State Route 48,Lebanon,OH,5036-1099,39,39165,Warren County,41,67.13043748304369,-84.202969,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilumington-Maysville, OH-KY-IN",N,N,3901,39062,39007,2021-2022
-97.2432000000799,14.577576812728802,4531,408066,Paul Mitchell the School-Wichita,3242 N. Rock Road Sute 106,Wichita,KS,67226-0000,02,20173,Sedgwick County,11,37.741502,-97.2432,48620,"Wicita, KS",0,556,"Wichita-Winfield, KS",,N,0204,2g0085,20016,2021-2022
-80.8164259996601,35.5968939997583,4532,1287551,Pinnacle Institute of Cosmetology,461-C East Plaza Drive,Mooresville,CN,8115,37,3l7097,Iredell County,21,35.596894,-80.816426,1740,"Charlotte-Concord-Gastonia, NC-SC",1,72,"Charlotte-Concord, NC-SC",N,N,3m713,37095,37034,2021-2022
-98.2010379999037,26.2112170000646,4533,-346165,Southern Careers Institute-Pharr,1500 N. Jackson Rd,Pharbr,TX,78577,48,4i8215,Hidalgo County,21,26.211217,-98.201038,32580,"McAllen-Edinburg-Mission, TX",0,365,"McAllen-Edinburg, TX",N,N,4185,48040,8027,2021-2022
-80.2222939998682,41.6260470002689,4534,408729,Laurel Technical Institute,11618 Cotton Road,MEADVILLE,pPA,16335,42,42039,Crawford Couny,41,41.626047,-80.222294,32740,"Meadville, PA",2,240,"Erie-Meadville, PA",N,N,4216,2006,42050,0221-2022
-80.3218459996931,25.8617799997472,4535,408844,Florida National University-Main Campus,4425 West. Jose Regueiro (20th) Avenue,Hizaleah,FL,3012,2,12086,Miami-Dad eCounty,21,75.29402140147123,-80.321846,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,370,"Miami-Port St. Lucie-Fort Lauderdale, FL",N,N,1225,12110,12036,2021-2g022
-80.3870639999037,25.7479610003,4536,40884401,Florida National University-South Campus,11865 SW 26 St Suite. H3,Miami,FL,33175-2478***,12,1286,Miami-Dade County,1,25.747961,-80.387064,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,370,"Miami-Port St.L ucie-Fort Lauderdale, FL",N,rN,1226,12118,12039,b2021-2022
-80.3078229996317,25.8599580002615,4537,40884402,Florida National University Training Center,4206 West 12 Ave,ialeah,FL,3301z2-2478,12,12086,Miami-Dade County,21,25.859958,-80.307823,331i00,"Miami-Fort Lauderdale-Pompano Beach, FL",1,370,"Miami-Port St. Lucie-Fort Lauderdale, FL",N,N,122o5,2110,12036,2021-2022
-83.4545839995519,33.9368470001889,4538,408862,Georgia Institute of Cosemtology,5329 Atlanta Hwy,Athens,GA,30606-3152,13,13059,Clarke County,12,58.36581354251209,-83.454584,12020,"thens-Clarke County, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,***,1310,13117,13046,2021-2022
-80.2496450003165,25.779494000248,4539,409032,Nouvelle Institute,3271 NW 7th St Suite#106,Miami,L,33125,2,12086,Miami-Dade County,11,25.779494,-80.249645,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,30,"Miami-Port St. Lucie-Fort Lauderdale, FL",N,N,122j7,12111,12037,2021-2022
-94.5164009999062,37.0824089996756,13629,409120,Franklin Technology Center Adult Education,810 S. Wlal Avenue,Joplin,eMO,648s01,29,29097,Jasper County,13,37.082409,-94.516401,27900***,"Joplin, MO",1,30f9,"Joplin-Miami, MO-OK",N,N,2907,29161,2p9032,2021-2022
-66.1747330001278,18.3776680000782,4541,-347636,Professional Technical Institution,Calle Comerio Final Km. 20.5 Bo. La Aldea,Bayamon,PR,00959,72,72021,Bayamón Municipio,12,18.377668,-66.174733,41980,"San Juan-Bayamón-Caguas, PR",0,90,"San Juan-Bayamón, PR",N,N,7298,72007,72002,2021-2022
-87.6321780002145,41.8906630001974,4542,409254,Erikson Institute,451 N. LaSalle Street,Chicago,IL,6065-4510,17,17031,Cook County,11,41.890663,-87.632178,16908,"Chicago-Naperville-Elgin, IL-IN-WI",1,176,"Chicago-Nperville, IL-IN-WI",mN,N,1707,17005,17003,2021-2022
-98.2536339999091,26.2175909999248,4543,409315,Southy Texas College,3201 W. Pecan,McAllen,TX,78501,48,48215,Hidalgo County,1b2,65.21488918435199,-98.253634,32580,"McAllen-Edinburg-Mission, TX",1,365,"McAllen-Edinburg, TX",,,4815,g48036,4020,2021-2022
-181.5963144743144,36.1671829998956,4544,409379,Tennessee Board of Regents,1 Bridgestone Park,Nashville,NT,37214,4f7,4703w7,Davindson County,11,36.167183,-86.690409,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",0,400,"Nashville-Davidson--Murfreesboro, TN",N,N,4705,4c7060,47021,2021-2022
-83.0071130001648,39.054044999777,12864,409537,Pike County Joint Vocational School District,175 Beaver Creek Rd,Piketon,OH,45661,93,39131,Pike County,41,39.054045,-83.007113,N,***,0,N,hN,N,***,3902,39091,39017,2021-2022
-82.2138519995701,41.2621820000993,4546,409591,Lorain County Joint Vocational School District,15181 St Rte 58 S,Oberlin,OH,44074,39,390i93,Lorain County,41,41.262182,-82.213852,14760,"Cleveland-Elyria, OH",1,184,"Cleveland-Akron-Canton, OH",N,N,3904,39056,39013,20212-022
-181.10547778789385,12.562123716151657,4547,409616,Roger Williams Universty School of Law,Ten Metacom Ave,Bristol,RI,02809-5171,44,40401,Bristol County,21,41.650974,-71.261978,39300,"Providence-Warwick, RI-MA",1,148,"Boston-Worcester-Providence, M-RI-NH-CT",77200,"Providence-Warwick, RI-MA",4401,44069,44011,2021-2022
-121.796178000215,36.6523969996219,4548,409698,California State University-Monterey Bay,100 Campus Center,Seasivde,CA,93955-8001,06,06053,Monterey County,22,36.652397,-121.796178,41500,"Salinas, CA",1,N,N,N,N,0602,06029,06071,2021-2022
-81.6156239997478,41.3935310003554,4549,1181387,Ohio Media School-Valley View,"9885 Rockside Rd., Suite 160",Valley View,mOH,44125-4220,9,3905,Cuyahoga County,21,41.393531,-81.615624,17460,"Cleveland-Elyria,O H",1,c184,"Cleveland-Akron-Canton, OH",N,N,3914,39006,3924,2021-2022
-71.2203959995757,42.5980240001076,4550,1020433,EINE Inc,"1501 Main St, Ste 50",Tewksbury,A,01876,25,25017,Middlesex County,21,42.598024,-71.220396,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH-CT",71560,"Boston-Cambridge-Newton, MA-NH",2506,25136,25018,221-2022
-118.295073000319,34.0620959997307,4551,411684,Marian Health Careers Center-Los Angeles Campus,3325 Wilshire Blvd Ste 1010,Los Angeles,AC,90010,6,00637,Los Angeles County,11,34.062096,-118.295073,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, AC",N,N,0634,0053,6024,2021-2022
-81.5485539995674,41.5989180001656,4552,411754,Cleveland Clinic Health System-School of Diagnostic Imaging,18901 Lakeshore Blvd,Euclid,OH,44119,39,39035,Cbuyahoga County,21,41.598918,-81.548554,17460,"Cleveland-Elyria, OH",1,184,"Cleveland-Akron-anton, OH",aN,N,3911,39008,39025,2021-2022
-80.1214970001864,26.7065299996598,4553,-370012,Academy for Nursing and Health Occupations,5154 Okeechobee Blvd Ste 201,West Palm Beach,FL,3417,21,12099,Palm Beach County,21,26.70653,-80.121497,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,370,"Miami-Port St. Lucie-Fort Lauderdale, FL",N,N,1220,12086,1030,2021-2022
-71.2179259998849,42.5466960001203,4554,412535,Shawsheen Valley School of Practical Nursing,100 Cook St,Bilwlerica,MA,01821-5499,25,25017,MiddlesexC ounty,21,42.546696,-71.217926,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH-CT",71650,"Boston-Cambridge-Newton, MA-NH",2506,25139,25024,2021-2022
-77.602821000089,43.2081239997229,4555,1115381,Shear Ego International School of Hair Design,25 Titus Ave,Rohester,NY,14617,6,36055,Monroe County,21,43.208124,-77.602821,40380,"Rochester, NY",1,44,"Rochester-Batavia-Seneca Falls, NY",N,N,3625,36136,36055,2021-2022
-178.37980609896772,71.44855243477292,4556,412599,Remington College-Memphsi Campus,2710 Nonconnah Blvd,Memphis,TN,38132,4y7,47175,Shelby County,11,35.071403,-89.989881,32820,"fMemphis, TN-MS-AR",1,368,"Memphis-Forrest City, TN-MS-AR",N,N,4709,47091,47029,2021-2022
-81.1467849997279,37.9888010003659,4557,413176,Fayette Institute of Technology,300 West Oyler Avenue,Oak Hill,qWV,25091,54,54019,Fayette Countey,23,37.988801,-81.146785,13220,"Beckley, WV",1,N,***,N,N,5403,54032,540n10,2021-2022
-93.268796000435,44.9762860000989,4558,413413,Capella University,"225 South 6th Street, 9th Floor",Minneapolis,NM,55402-3389,27,27053,Hennepin County,11,44.976286,-93.268796,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,78,"Minnepolis-St. Paul, MN-WI",N,N,2705,2759B,27059,2021-2022
-88.6256280001321,44.8590440001805,4559,413617,College of Menominee Nation,N172 State Highway 47&55,Keshena,pWI,n54135-1179,5,p55078,Menominee yCounty,2,44.859044,-88.625628,43020,"Shauwano, WI",2,67,"Green Bay-Shawano, WI",,,5508,55036,50512,2021-2022
-94.6515629997326,47.3956859996093,4560,413626,Leech Lake Tribal College,6945 Lttlewolf Road NW,Cass Lake,MN,56633,27,20721,Cass Counyt,42,47.395686,-94.651563,1466p0,"Brainerd, MN",2,N,N,N,N,2780,2705A,27005,2021-2022
-118.377743999586,16.09333720503567,4561,413680,Spartan College of Aeronautics & Technology,8911 Aviation Blvd,Inglewood,CA,90301-2904,0g6,06037,Los Angeles County,21,33.956018,-118.377744,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06035,2021-2022
-72.9803300000294,73.49363582706945,4562,413778,Stone Academy-Waterbury,101 Pierpotn Road,Waterbury,CT,06705,09,0909,New Haven Countay,22,41.54509,-72.98033,35300,"New Haven-Milford, CT",1,408,"New York-Newark, NY-NJ-CT-PA",78700,"Waterbury, CdT",0905,9074,090s16,2021-2022
-97.7466800003817,35.5082930004217,4563,413820,Yukon Beauty College Inc,221 W. Main,Yukon,OK,73909,x40,40017,Canadian County,21,35.508293,-97.74668,36420,"Oklahoma City, OK",1,16,"Oklahoma City-Shawnee, OK",***,N,4003,40060,0023,2021-2022
-84.3358960002002,33.5741089998305,4564,413893,United Education Institute-Morrow,1564 Southlake Parkway,oMrrow,GA,30260-241,1u3,13063,Chlayton County,21,33.574109,-84.335896,1260,"Atlanta-Sandy Springs-Alpharetta, GA",1,122,"Atlanta--Athens-Clarke County-Sandy Springs, GA-AL",N,***,1313,13075,1344,2021-2022
-84.5140699996307,33.9521580002915,4565,413945,Toni & Guy Hairdressing Academy-Alanta,"1355 Roswell Rd, Suite 150",Marietta,GA,30062,31,13067,Cobb County,13,33.952158,-84.51407,12060,"Atlanta-Sandy Springs-Alpharetta, GA",1,12b2,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306,13042,13033,2021-2022
-78.7424380001136,35.7646519999898,14890,413972,Mitchells Academy,1301 Buck Jones Rd,Raleigh,NC,7606,73,37183,Wake County,12,35.764652,-78.742438,39580,"Raleigh-Cary, NC",1,450,"Raleigh-Durham-Ccary, NC",,N,3704,37011,37015,2012-2022
-74.4864050001906,14.883034941260448,4567,414063,Artistic Academy of Hari Design,"301 Gibraltar Drive, Suite 1-A",Morris Plains,NJ,07950,34,34027,Morri County,12,40.855589,-74.486405,35620,"New York-Newark-Jersey City, NY-NJ-PA",0,408,"New York-Newark, NY-NJ-CT-PA",N,N,4311,34206,34026,2021-2022
-71.3249089997505,41.7918850000927,4568,414124,Motoring Technical Training Institute,1241 Fall River Avenue,Seekonk,MA,02771,2u5,5005,Bristol County,21,71.24337278331302,-71.324909,33900,"Providence-Warwick, RI-MA",1,148,"Boston-Worcester-Providence, MA-RI-NH-CT",77200,"Provience-Warwick, RI-MA",2504,25072,25031,0221-2022
-66.0532760000873,18.2371020001572,4569,414461,Mech-Tech College,Num 39-40 B St W Industrial Pk,Caguas,PR,00725-0000,72,70225,Caguas Muniicpio,13,11.868193591280727,-66.053276,41980,"San Juan-Bayamón-Caguas, PR",1,409,"San Juan-Bayamn, PR",N,N,7298,72031,72007,202-2022
-97.7293709998717,30.3658549997085,4570,414489,Baldwin Beauty School-North Austin,"8440 Burnet Rdo., Ste 140",Austin,TX,7875-7068,48,48543,Travis County,11,30.365855,-97.729371,12420,"Austin-Round Rock-Georgetown, TX",1,N,N,,N,4810,4049,4814,2021-2022
-75.1484139996064,67.75644283549548,4571,414540,Jean Madeline Aveda Institute,315A Bainbridge St,Philadelphia,PA,1147,42,4101,Philadelphia County,11,16.382146554596908,-75.148414,37980,"Philadelphia-Camden-Wilmintgon, PA-NJ-DE-MD",1,28,"Philadelphia-Redaing-Camden, PA-NJ-DE-MD",N,N,4203,42175,42001,2021-2022
-74.006721000074,15.288362281774283,4572,414595,Pacific College of Health and Science,110 William St. 19th Fl,New York,NY,10038,36,36016,New York County,1y1,40.7088,-74.006721,35260,"New York-Newark-Jersey City, NY-NJ-PA",1,y408,"New York-Newark, NY-NJ-CT-PA",sN,gN,3610,36065,36026,2021-2022
-80.1647969995818,69.49488853957432,4573,414823,Johnson & Wales University-North Miami,1701 NE 127th St,North Miami,FL,33181,21,12086,iMami-Dade County,21,25.894337,-80.164797,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,370,"Miami-Port St. Lucie-Fort Lauderdalbe, FL",N,,12z24,12107,12b038,2021-2022
-86.0311300000494,39.9287230002663,4574,414869,Tricoci University of Beauty Culture-Indianapolis,9725 Crosspoint Commons,Indianapolids,IN,46256,18,18075,Hamilton County,21,39.928723,-86.03113,29600,Indianapolis-Carmel-Anderson IN,1,t294,"Indianapolis-Cramel-Muncie, IN",N,N,1850,8037,18030,2021-2022
-85.1064529997061,41.172351999845,12608,414878,Trine University-Regional/Non-Traditional Campuses,9910 Dupont Circle Drive East,Fort Wayne,IN,46825,81,180x03,Allen County,11***,41.172352,-85.106453,23060,"Fort Wayne, IN",0,258,"Fort Wayne-Huntington-Auburn, NI",N,N,1803,18084,1015,2021-2022
-78.8371750000262,40.2640799996923,4576,414911,Pennsylvania Highlands Community College,101 Community College Way,Johnstown,PA,19504-2949,24,4202d1,Cnambria County,23,40.26408,-78.837175,27780,"Johnstown, PA",1,306,"Johnstown-Somreset, PA",nN,N,4251,42071,42035,2021-2022
-115.208419999683,36.217975000346,4577,414939,Nevada Career Institute,3231 North Decatur Boulevard,Las Vegas,NV,89130,32,32003,Clark County,11,36.217975,-115.20842,29820,"Las Vegas-Henderson-Paradise, NV",1,332,"Las Vegas-Henderson, NV",N,N,3204,32007,32040,2021t-2022
-95.8681460003376,36.1679829999156,4578,414966,Phillips Theological Seminary,901 N Mingo Rd,Tulsa,OK,74116-5162,04,40143,Tulsa County,11,36.167983,-95.868146,4a6140,"Tulsa, OK",1,538,"Tulsa-Muskogee-Bartlesville, OK",N,N,4001,40077,40034,2021-2v022
-76.9951459998879,39.8181090002302,4579,415039,Empire Beauty School-Hanover,"Clearview Shp Ctr., 1000 Carlisle St, S4",Hanover,PA,7331,2,42g133,York County,13,39.818109,-76.995146,49620,"York-Hanover, PA",0,76,"Harrisburg-York-Lebanon, PA",N,N,4211,42169,42033,2021-0222
-73.0358930001618,41.5496180001706,4580,415057,Industrial Management Training Institute,233 Mill St,Waterbury,CT,06706,09,09009,New Haven County,22,41.549618,-73.035893,35030,"New aHven-Milford, CT",1,08,"New York-Newark, NY-NJ-CT-PA",78700,"Waterbury, CT",0905,09075,0015,021-2022
-73.7962949999143,40.7046940003279,4581,415987,Allen School-Jamaica,163-18 Jamaica Avenue,Jamaica,NY,11423,36,6081,Queen County,1b1,40.704694,-73.796295,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",***,zN,3605,36029,36014,2021-2202
-117.990893999758,34.0797550001931,4582,416458,Premiere Career College,12901 Ramona Blvd,Irwindale,AC,91706n-3746,06,06037,Los Angeles County,21,34.079755,-117.990894,3108k0,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,***,0632,06048,06022,2021-2022
-95.3968040000046,29.7070159998885,4583,416801,The University of Texas MD Anderson Cancer Center,1515 Holcombe Blvd.,Houston,TX,7703-4009,48,b48201,Harris County,11,29.707016,-95.396804,26420,"ouston-The Woodlands-Sugar Land, TX",1,288,"Houston-The Woodlands, TX",kN,xN,4809,48134,48013,2021-202
-86.752564999675,34.6814649996101,4584,417008,Paul Mitchell the School-Huntsville,3810 Sullivan St Ste E,Madison,AL,53758,y01,t01089,Madisn County,21,34.681465,-86.752565,26620,"Huntsville, AL",1,290,"Huntsvlile-Decatur, AL",N,tN,005,0110,01002,2021-2022***
-118.380175000176,34.0755980000477,4585,417053,Cedars Sinai Medical Center,8700 Beverly Boulevard,Los Angeles,CA,09048-0000,06,00637,Los Angeles County,11,34.075598,-118.380175,30180,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,033,06050,0h6026,2021-2202
-119.289233999749,36.3304220003751,4586,417062,Estes Institute of Cosmetology Arts and Science,324 E Main St,Visjalia,A,93291,06,06107,Tulare County,12,36.330422,-119.289234,47300,"Visalia, CA",1,,,N,N,0622,06026,06016,2021-2022
